影片鍵,發布日期,格式鍵,類型鍵,系列鍵,業配判定鍵,觀看數,按讚數,留言數
1158,2016-01-24,1,6,0,1,5929,14,0
1159,2016-01-24,1,6,0,1,3832,12,2
1160,2016-01-24,1,6,0,1,3476,8,1
1161,2016-01-24,1,6,0,1,29367,53,9
1162,2016-01-27,1,6,0,1,27931,43,6
1163,2016-01-27,1,6,0,1,25919,41,5
1164,2016-01-27,1,6,0,1,31355,54,4
1165,2016-01-27,1,6,0,1,25274,31,6
1166,2016-01-29,1,6,0,1,2669,6,1
1167,2016-01-29,1,6,0,1,3790,9,1
1168,2016-01-29,1,6,0,1,2496,4,2
1169,2016-01-29,1,6,0,1,4686,10,1
1170,2016-01-29,1,6,0,1,2430,7,0
1171,2016-01-29,1,6,0,1,3132,7,0
1172,2016-02-01,1,6,0,1,17747,47,4
1173,2016-02-01,1,6,0,1,27675,47,12
1174,2016-02-01,1,6,0,1,22309,33,9
1175,2016-02-02,1,6,0,1,2572,3,0
1176,2016-02-02,1,6,0,1,1617,4,0
1177,2016-02-02,1,6,0,1,2456,5,0
1178,2016-02-02,1,6,0,1,2586,4,0
1179,2016-02-04,1,6,0,1,2781,7,1
1180,2016-02-05,1,6,0,1,4593,13,0
1181,2016-02-05,1,6,0,1,3066,7,0
1182,2016-02-05,1,6,0,1,4441,14,0
1183,2016-02-05,1,6,0,1,1695,2,0
1184,2016-02-05,1,6,0,1,2228,5,0
1185,2016-02-05,1,6,0,1,6348,9,1
1186,2016-02-05,1,6,0,1,2531,3,2
1187,2016-02-05,1,6,0,1,1932,2,0
1188,2016-02-05,1,6,0,1,2269,4,0
1189,2016-02-14,1,6,0,1,34644,52,6
1190,2016-02-14,1,5,0,1,2209,11,0
1191,2016-02-15,1,6,0,1,7694,27,4
1192,2016-02-19,1,6,0,1,5968,33,6
1193,2016-02-22,1,6,0,1,2265,6,1
1194,2016-02-22,1,6,0,1,1177,3,0
1195,2016-02-22,1,6,0,1,1272,4,0
1196,2016-02-27,1,5,0,1,771,2,1
1197,2016-02-27,1,6,0,1,939,2,0
1198,2016-02-27,1,6,0,1,1005,2,0
1199,2016-03-05,1,1,0,1,3258,23,5
1200,2016-03-06,1,6,0,1,606,2,0
1201,2016-03-06,1,6,0,1,580,0,1
1202,2016-03-06,1,6,0,1,1296,5,0
1203,2016-03-06,1,6,0,1,836,4,1
1204,2016-03-06,1,6,0,1,585,0,0
1205,2016-03-06,1,6,0,1,591,5,2
1206,2016-03-06,1,6,0,1,716,6,0
1207,2016-03-06,1,6,0,1,1676,10,3
1208,2016-03-06,1,6,0,1,1810,10,3
1209,2016-03-06,1,6,0,1,648,1,2
1210,2016-03-06,1,6,0,1,877,2,2
1211,2016-03-06,1,6,0,1,654,2,1
1212,2016-03-08,1,6,0,1,592,3,0
1213,2016-03-08,1,6,0,1,630,4,0
1214,2016-03-08,1,6,0,1,595,3,0
1215,2016-03-08,1,6,0,1,619,1,1
1216,2016-03-08,1,6,0,1,1040,4,0
1217,2016-03-11,1,6,0,1,908,5,3
1218,2016-03-11,1,6,0,1,1645,6,1
1219,2016-03-11,1,6,0,1,926,4,1
1220,2016-03-11,1,6,0,1,802,1,0
1221,2016-03-11,1,6,0,1,761,2,0
1222,2016-03-14,1,6,0,1,5926,26,2
1223,2016-03-14,1,6,0,1,2455,7,2
1224,2016-03-14,1,6,0,1,1608,9,1
1225,2016-03-14,1,6,0,1,1973,3,1
1226,2016-03-16,1,6,0,1,726,5,0
1227,2016-03-16,1,6,0,1,3391,22,6
1228,2016-03-16,1,6,0,1,1442,9,1
1229,2016-03-16,1,6,0,1,1407,11,0
1230,2016-03-16,1,6,0,1,884,6,0
1231,2016-03-17,1,5,0,1,1059,7,0
1232,2016-03-17,1,6,0,1,592,2,1
1233,2016-03-17,1,6,0,1,810,1,0
1234,2016-03-17,1,6,0,1,585,2,0
1235,2016-03-17,1,6,0,1,794,4,1
1236,2016-03-20,1,6,0,1,752,2,1
1237,2016-03-20,1,6,0,1,925,3,1
1238,2016-03-22,1,6,0,1,1178,2,1
1239,2016-03-22,1,6,0,1,617,3,1
1240,2016-03-22,1,6,0,1,1508,4,1
1241,2016-03-22,1,6,0,1,714,2,0
1242,2016-03-23,1,6,0,1,3881,12,4
1243,2016-03-25,1,6,0,1,3969,20,4
1244,2016-03-28,1,4,0,1,2693,9,1
1245,2016-03-28,1,6,0,1,135589,435,42
1246,2016-03-28,1,6,0,1,27888,82,7
1247,2016-03-28,1,6,0,1,25496,65,8
1248,2016-04-02,1,6,0,1,7989,28,3
1249,2016-04-02,1,6,0,1,14420,46,3
1250,2016-04-03,1,6,0,1,17388,61,8
1251,2016-04-07,1,6,0,1,3963,15,0
1252,2016-04-07,1,6,0,1,3622,14,0
1253,2016-04-07,1,6,0,1,3198,6,0
1254,2016-04-07,1,6,0,1,3912,12,1
1255,2016-04-14,1,6,0,1,1187,3,1
1256,2016-04-14,1,6,0,1,20404,55,
1257,2016-04-15,1,6,0,1,2948,10,2
1258,2016-04-15,1,6,0,1,1589,6,1
1259,2016-04-15,1,6,0,1,1087,4,0
1260,2016-04-18,1,6,0,1,959,3,1
1261,2016-04-18,1,6,0,1,1770,10,3
1262,2016-04-19,1,6,0,1,1330,7,0
1263,2016-04-19,1,6,0,1,1609,9,1
1264,2016-04-21,1,6,0,1,933,1,0
1265,2016-04-27,1,6,0,2,56281,600,40
1266,2016-05-04,1,6,0,1,901,4,1
1267,2016-05-06,1,6,0,1,1476,7,0
1268,2016-05-06,1,6,0,1,1643,5,1
1269,2016-05-06,1,6,0,1,4238,12,1
1270,2016-05-13,1,6,0,1,2816,9,0
1271,2016-05-13,1,6,0,1,4670,23,0
1272,2016-05-13,1,6,0,1,2662,6,0
1273,2016-05-13,1,6,0,1,2404,7,0
1274,2016-05-13,1,6,0,1,2162,11,0
1275,2016-05-14,1,6,0,1,1877,7,0
1276,2016-05-14,1,6,0,1,2374,6,0
1277,2016-05-14,1,6,0,1,1643,1,0
1278,2016-05-14,1,6,0,1,1679,3,0
1279,2016-05-14,1,6,0,1,3025,12,2
1280,2016-05-14,1,6,0,1,2572,2,1
1281,2016-05-14,1,6,0,1,2088,4,1
1282,2016-05-14,1,6,0,1,2148,9,1
1283,2016-05-16,1,4,4,1,93438,524,59
1284,2016-05-20,1,6,0,1,1457,4,1
1285,2016-05-20,1,6,0,1,1005,4,0
1286,2016-05-20,1,6,0,1,822,3,3
1287,2016-05-20,1,6,0,1,1468,7,0
1288,2016-05-20,1,6,0,1,1301,6,2
1289,2016-05-20,1,6,0,1,1199,1,0
1290,2016-05-20,1,6,0,1,1209,6,5
1291,2016-05-20,1,6,0,1,1135,5,1
1292,2016-05-20,1,6,0,1,1392,3,0
1293,2016-05-20,1,6,0,1,875,1,0
1294,2016-05-20,1,6,0,1,886,4,1
1295,2016-05-20,1,5,0,1,1140,9,4
1296,2016-05-20,1,6,0,1,4629,11,2
1297,2016-05-20,1,6,0,1,881,7,3
1298,2016-05-20,1,6,0,1,816,1,1
1299,2016-05-20,1,6,0,1,751,5,0
1300,2016-05-20,1,6,0,1,1456,4,1
1301,2016-05-20,1,6,0,1,3720,10,0
1302,2016-05-23,1,4,4,1,161695,622,68
1303,2016-05-25,1,1,0,1,1033,8,1
1304,2016-05-25,1,8,0,1,2624,21,5
1305,2016-05-26,1,1,0,1,2295,16,2
1306,2016-05-31,1,1,0,1,1300,4,0
1307,2016-06-02,1,6,0,3,156868,523,85
1308,2016-06-03,1,8,0,1,13368,100,12
1309,2016-06-04,1,8,0,1,7184,40,9
1310,2016-06-04,1,8,0,1,7641,39,2
1311,2016-06-06,1,4,4,1,13035,83,9
1312,2016-06-09,1,8,0,1,3010,12,2
1313,2016-06-11,1,1,0,1,24205,92,11
1314,2016-06-11,1,1,0,1,26230,118,19
1315,2016-06-11,1,1,0,1,56759,255,21
1316,2016-06-12,1,8,0,1,6646,37,3
1317,2016-06-12,1,8,0,1,6495,44,1
1318,2016-06-12,1,8,0,1,5943,26,2
1319,2016-06-13,1,7,5,1,16065,105,8
1320,2016-06-15,1,7,5,1,43592,176,9
1321,2016-06-16,1,7,5,1,16040,54,5
1322,2016-06-16,1,7,5,1,11978,54,4
1323,2016-06-19,1,9,0,1,4191,21,2
1324,2016-06-21,1,7,5,1,5462,32,3
1325,2016-06-21,1,4,4,1,86484,655,47
1326,2016-06-22,1,4,4,1,12420,52,7
1327,2016-06-24,1,1,0,1,982,5,2
1328,2016-06-24,1,1,0,1,1055,5,2
1329,2016-06-24,1,10,0,1,2333,12,1
1330,2016-06-28,1,1,0,1,2028,8,1
1331,2016-06-29,1,7,5,1,43721,372,28
1332,2016-07-05,1,6,0,1,13318,29,1
1333,2016-07-05,1,6,0,1,41154,119,32
1334,2016-07-05,1,6,0,1,18078,136,35
1335,2016-07-05,1,6,0,1,18103,37,4
1336,2016-07-07,1,6,0,1,8656,24,1
1337,2016-07-07,1,6,0,1,11708,31,1
1338,2016-07-08,1,6,0,1,8953,25,5
1339,2016-07-08,1,6,0,1,8744,22,1
1340,2016-07-09,1,5,0,1,4088,12,2
1341,2016-07-09,1,1,0,1,4419,26,2
1342,2016-07-09,1,1,0,1,3972,12,0
1343,2016-07-09,1,6,0,1,11464,57,3
1344,2016-07-10,1,6,0,1,5659,42,4
1345,2016-07-14,1,4,4,1,1513555,7313,1208
1346,2016-07-18,1,6,0,1,8414,17,6
1347,2016-07-18,1,6,0,1,26836,54,12
1348,2016-07-18,1,6,0,1,8220,24,4
1349,2016-07-19,1,4,4,1,544614,2673,331
1350,2016-07-20,1,8,0,1,5640,32,7
1351,2016-07-20,1,8,0,1,4903,27,1
1352,2016-07-20,1,10,0,1,7720,30,5
1353,2016-07-21,1,1,0,1,4329,14,2
1354,2016-07-21,1,6,0,1,9125,49,10
1355,2016-07-23,1,4,4,1,153050,806,79
1356,2016-07-25,1,4,4,1,819908,4248,254
1357,2016-07-27,1,4,4,1,253136,2230,237
1358,2016-07-31,1,4,4,1,159958,988,110
1359,2016-08-06,1,4,4,1,394110,2094,138
1360,2016-08-09,1,4,4,1,157569,1147,219
1361,2016-08-12,1,8,6,1,79768,733,57
1362,2016-08-15,1,4,4,1,67147,227,118
1363,2016-08-16,1,4,4,1,79157,197,71
1364,2016-08-20,1,4,4,1,425203,859,238
1365,2016-08-22,1,4,4,1,278768,1924,271
1366,2016-08-25,1,4,4,1,14874,259,36
1367,2016-08-29,1,4,4,1,290521,1841,158
1368,2016-08-30,1,8,6,1,274387,2046,106
1369,2016-09-02,1,1,0,1,21847,216,26
1370,2016-09-08,1,4,4,1,685639,3738,511
1371,2016-09-09,1,8,6,1,127903,732,51
1372,2016-09-14,1,2,0,1,10013,203,34
1373,2016-09-18,1,4,4,1,513133,2772,309
1374,2016-09-19,1,8,6,1,272922,1326,258
1375,2016-09-22,1,8,6,1,371519,4269,261
1376,2016-09-28,1,4,4,1,308049,1021,78
1377,2016-10-01,1,4,4,1,14417,223,16
1378,2016-10-05,1,8,6,1,10954,68,9
1379,2016-10-06,1,6,0,1,8965,62,14
1380,2016-10-12,1,8,6,1,105657,892,63
1381,2016-10-14,1,4,4,1,12304,126,3
1382,2016-10-15,1,4,4,1,18698,36,10
1383,2016-10-18,1,4,4,1,47960,676,83
1384,2016-10-19,1,8,6,1,15195,76,38
1385,2016-10-26,1,8,6,1,50634,295,31
1386,2016-10-28,1,6,0,1,12623,80,8
1387,2016-11-02,1,8,6,1,74476,520,30
1388,2016-11-08,1,8,6,1,107502,597,129
1389,2016-11-10,1,4,4,1,96693,641,64
1390,2016-11-10,1,4,4,1,337310,1528,159
1391,2016-11-16,1,8,6,1,64132,327,52
1392,2016-11-21,1,4,4,1,226409,1529,166
1393,2016-11-24,1,8,6,1,50487,291,65
1394,2016-11-27,1,4,4,1,130410,1053,78
1395,2016-11-30,1,8,6,1,198752,1032,107
1396,2016-12-03,1,4,4,1,616560,5402,523
1397,2016-12-07,1,8,6,1,90099,572,62
1398,2016-12-11,1,4,4,1,74132,613,44
1399,2016-12-14,1,8,6,1,116630,542,72
1400,2016-12-20,1,6,0,1,35862,160,16
1401,2016-12-22,1,7,5,1,557160,3199,813
1402,2016-12-26,1,8,6,1,606482,1553,184
1403,2016-12-26,1,8,6,1,36764,229,33
1404,2016-12-27,1,6,0,1,344514,2324,237
1405,2016-12-30,1,8,6,1,83407,364,40
1406,2016-12-30,1,4,4,1,105148,842,34
1407,2017-01-01,1,4,4,1,1164263,9053,845
1408,2017-01-04,1,4,4,1,193891,2150,196
1409,2017-01-06,1,8,6,1,37514,193,23
1410,2017-01-07,1,4,4,1,1443293,10140,825
1411,2017-01-13,1,8,6,1,20338,131,15
1412,2017-01-18,1,8,6,1,136241,487,103
1413,2017-01-20,1,8,6,1,208005,1010,182
1414,2017-01-31,1,4,4,1,927698,9829,460
1415,2017-02-01,1,4,4,1,312169,2082,103
1416,2017-02-06,1,8,6,1,71440,338,75
1417,2017-02-07,1,1,0,1,17751,191,37
1418,2017-02-08,1,8,6,1,194256,644,123
1419,2017-02-09,1,4,4,1,71431,468,28
1420,2017-02-12,1,4,4,1,570882,4952,459
1421,2017-02-13,1,8,6,1,316405,823,131
1422,2017-02-14,1,4,4,1,184474,1640,79
1423,2017-02-15,1,4,4,1,215858,1863,79
1424,2017-02-17,1,8,6,1,37618,335,43
1425,2017-02-22,1,1,0,1,213920,1742,338
1426,2017-02-23,1,8,6,1,90291,435,70
1427,2017-03-01,1,8,6,1,184051,791,119
1428,2017-03-02,1,8,6,1,15749,77,8
1429,2017-03-02,1,4,4,1,243888,1378,154
1430,2017-03-03,1,4,4,1,1054200,4605,480
1431,2017-03-04,1,5,0,1,699852,4253,335
1432,2017-03-05,1,4,4,1,80540,742,50
1433,2017-03-11,1,7,5,1,1320892,7071,192
1434,2017-03-12,1,4,4,1,112781,1126,37
1435,2017-03-13,1,7,5,1,1740299,11202,463
1436,2017-03-14,1,11,0,1,97528,745,75
1437,2017-03-15,1,4,4,1,560460,3512,196
1438,2017-03-17,1,4,4,1,260802,2463,240
1439,2017-03-18,1,4,0,1,792682,5553,339
1440,2017-03-19,1,4,4,1,51958,506,40
1441,2017-03-20,1,7,5,1,110663,1020,70
1442,2017-03-21,1,4,4,1,403458,2847,303
1443,2017-03-27,1,4,4,1,1814500,7855,896
1444,2017-03-28,1,4,4,1,91211,1022,70
1445,2017-03-29,1,4,4,1,319604,1438,158
1446,2017-03-31,1,4,4,1,83814,1326,90
1447,2017-04-01,1,1,0,1,36722,1606,423
1448,2017-04-06,1,2,0,3,24093,593,125
1449,2017-04-07,1,4,4,1,290183,2297,200
1450,2017-04-08,1,4,0,1,193107,2117,281
1451,2017-04-09,1,4,4,1,1877925,16846,3062
1452,2017-04-14,1,4,4,1,576645,4173,383
1453,2017-04-16,1,4,4,1,642339,4430,375
1454,2017-04-19,1,4,4,1,86819,1260,80
1455,2017-04-21,1,4,0,1,198396,2471,240
1456,2017-04-22,1,3,0,1,406515,2515,174
1457,2017-05-01,1,4,4,1,1921773,16308,1581
1458,2017-05-02,1,4,4,1,725097,4796,381
1459,2017-05-03,1,4,4,1,226212,1713,245
1460,2017-05-04,1,7,5,1,323998,3339,262
1461,2017-05-05,1,4,4,1,899167,8401,674
1462,2017-05-07,1,3,7,1,606793,4083,397
1463,2017-05-09,1,7,5,1,556672,3173,261
1464,2017-05-12,1,4,4,1,139209,1519,166
1465,2017-05-13,1,4,4,1,511867,3653,327
1466,2017-05-14,1,4,4,1,611961,6383,759
1467,2017-05-18,1,4,4,1,479821,3792,489
1468,2017-05-19,1,2,0,1,616832,6314,643
1469,2017-05-20,1,4,4,1,270369,3285,334
1470,2017-05-21,1,5,0,1,244957,1882,370
1471,2017-05-23,1,4,4,1,2239549,11487,885
1472,2017-05-25,1,7,5,1,450678,2930,328
1473,2017-05-26,1,3,7,1,1268917,6225,581
1474,2017-05-27,1,4,4,1,781422,4211,551
1475,2017-05-28,1,7,5,1,804965,11120,1424
1476,2017-05-29,1,4,4,1,123743,1387,150
1477,2017-05-30,1,4,4,1,157452,1605,152
1478,2017-06-02,1,11,0,3,512316,4633,659
1479,2017-06-03,1,4,4,1,422843,3672,569
1480,2017-06-04,1,12,8,1,279374,1852,444
1481,2017-06-06,1,9,0,1,86023,1119,139
1482,2017-06-08,1,12,8,1,406092,3713,143
1483,2017-06-09,1,4,4,1,206829,1859,95
1484,2017-06-10,1,7,5,3,156255,1098,156
1485,2017-06-11,1,7,5,1,408396,3106,241
1486,2017-06-15,1,4,4,1,337734,2396,647
1487,2017-06-16,1,7,5,1,330662,2092,174
1488,2017-06-17,1,3,7,1,381742,2421,441
1489,2017-06-18,1,4,4,1,66106,1049,1179
1490,2017-06-19,1,4,0,1,57147,711,248
1491,2017-06-21,1,4,4,1,756669,6155,1010
1492,2017-06-22,1,3,7,1,653527,4439,424
1493,2017-06-23,1,1,0,1,934063,11262,848
1494,2017-06-25,1,7,9,1,526647,3345,531
1495,2017-06-28,1,6,0,1,260114,4905,7521
1496,2017-06-29,1,11,10,1,2598150,12135,1194
1497,2017-06-30,1,8,0,1,1140005,9269,1011
1498,2017-07-01,1,1,0,1,159364,678,145
1499,2017-07-02,1,1,0,1,724164,13091,655
1500,2017-07-03,1,3,0,1,765483,6098,617
1501,2017-07-07,1,12,11,1,1059069,10949,674
1502,2017-07-08,1,8,0,1,138591,1604,340
1503,2017-07-09,1,1,0,3,60163,3182,370
1504,2017-07-10,1,4,4,1,227540,1785,161
1505,2017-07-11,1,3,0,1,1974851,13478,1683
1506,2017-07-12,1,8,0,1,663826,5507,612
1507,2017-07-14,1,11,10,1,1735842,10507,385
1508,2017-07-15,1,4,4,1,123981,1919,176
1509,2017-07-21,1,5,12,1,632786,6349,922
1510,2017-07-22,1,4,0,1,128189,1507,132
1511,2017-07-24,1,5,12,1,814492,7144,1476
1512,2017-07-27,1,9,0,1,332588,2944,396
1513,2017-07-28,1,12,8,1,709274,4725,352
1514,2017-07-29,1,5,0,1,1011979,12650,1990
1515,2017-07-30,1,5,12,1,576462,6394,833
1516,2017-08-04,1,1,0,1,114041,1987,271
1517,2017-08-05,1,11,10,1,760204,5173,262
1518,2017-08-06,1,9,0,1,8107000,19275,1672
1519,2017-08-08,1,1,0,1,97909,637,123
1520,2017-08-11,1,8,6,1,45133,833,126
1521,2017-08-12,1,11,10,1,620250,5925,271
1522,2017-08-13,1,8,0,3,510014,6137,403
1523,2017-08-14,1,4,4,1,408334,3096,242
1524,2017-08-18,1,8,6,1,587155,11586,704
1525,2017-08-19,1,4,4,1,261456,2263,168
1526,2017-08-20,1,5,12,1,547446,4828,631
1527,2017-08-25,1,8,6,1,786059,5838,634
1528,2017-08-26,1,6,0,1,62358,818,79
1529,2017-08-27,1,3,7,3,588670,5189,737
1530,2017-08-28,1,9,0,1,96784,1699,240
1531,2017-09-01,1,8,6,1,525647,9327,363
1532,2017-09-02,1,4,4,1,673189,6107,554
1533,2017-09-03,1,9,0,1,225636,2809,544
1534,2017-09-04,1,3,7,1,429825,3629,410
1535,2017-09-05,1,4,0,1,675490,4561,579
1536,2017-09-06,1,12,11,1,603291,4474,308
1537,2017-09-07,1,4,4,1,286045,3040,309
1538,2017-09-08,1,8,6,1,1108091,10626,572
1539,2017-09-09,1,4,4,1,993009,9473,1174
1540,2017-09-10,1,4,4,1,2713337,31269,2682
1541,2017-09-11,1,4,4,1,268916,1965,137
1542,2017-09-12,1,8,0,1,49224,690,127
1543,2017-09-13,1,4,4,1,1063819,9612,705
1544,2017-09-14,1,5,12,1,1330583,11916,1133
1545,2017-09-15,1,8,6,1,91365,1826,155
1546,2017-09-16,1,4,4,1,1370910,9920,929
1547,2017-09-17,1,4,4,1,747491,6293,539
1548,2017-09-22,1,8,6,1,533999,10520,408
1549,2017-09-23,1,8,0,1,282607,3068,464
1550,2017-09-24,1,4,4,1,537636,5067,713
1551,2017-09-27,1,4,4,3,1193117,14586,1538
1552,2017-09-28,1,4,4,1,683331,6139,820
1553,2017-09-29,1,8,6,1,1050758,19705,5224
1554,2017-09-30,1,4,4,1,1290455,10442,1315
1555,2017-10-01,1,1,0,1,891899,8771,767
1556,2017-10-04,1,11,10,1,5471546,43892,1478
1557,2017-10-05,1,4,4,1,833637,7459,1362
1558,2017-10-06,1,8,6,1,1127258,9888,393
1559,2017-10-07,1,11,10,1,1182488,8627,295
1560,2017-10-08,1,4,4,1,318658,3405,470
1561,2017-10-09,1,8,13,1,353023,6926,961
1562,2017-10-12,1,4,4,1,274317,2970,179
1563,2017-10-13,1,8,6,1,311920,3557,614
1564,2017-10-14,1,4,4,1,626986,5604,601
1565,2017-10-16,1,11,10,1,3081192,22144,733
1566,2017-10-18,1,7,9,1,559823,4493,970
1567,2017-10-20,1,8,6,1,129721,2783,274
1568,2017-10-21,1,5,0,1,544534,4992,1199
1569,2017-10-22,1,2,0,3,261276,2536,422
1570,2017-10-23,1,12,14,1,1263085,8375,442
1571,2017-10-24,1,1,0,1,205216,2345,225
1572,2017-10-26,1,3,7,1,1046447,8186,946
1573,2017-10-27,1,8,6,1,865527,13130,686
1574,2017-10-28,1,4,4,1,751482,5065,643
1575,2017-10-29,1,4,4,3,198769,2167,220
1576,2017-11-02,1,5,0,1,346285,3067,320
1577,2017-11-03,1,8,6,1,141692,2326,210
1578,2017-11-04,1,12,14,1,1077308,5903,276
1579,2017-11-05,1,5,0,1,914560,9381,657
1580,2017-11-06,1,5,0,1,669045,6131,634
1581,2017-11-07,1,12,8,1,782815,7146,470
1582,2017-11-08,1,12,8,1,1209619,8292,1066
1583,2017-11-09,1,4,4,3,217058,2240,286
1584,2017-11-10,1,8,6,1,461003,6577,812
1585,2017-11-11,1,12,11,1,257126,2160,234
1586,2017-11-12,1,1,0,1,225282,3630,429
1587,2017-11-13,1,7,9,1,964822,10650,1130
1588,2017-11-14,1,4,4,1,438370,3239,416
1589,2017-11-15,1,11,10,1,876415,6827,189
1590,2017-11-16,1,3,7,1,495840,4799,392
1591,2017-11-17,1,12,14,1,1311190,6322,280
1592,2017-11-18,1,2,0,1,161707,2091,203
1593,2017-11-19,1,4,4,1,760458,8838,497
1594,2017-11-20,1,4,4,1,339304,3152,460
1595,2017-11-21,1,4,4,1,256437,2127,291
1596,2017-11-22,1,11,10,1,1159671,8296,311
1597,2017-11-24,1,9,0,3,838860,5519,587
1598,2017-11-24,1,4,4,1,160826,2123,625
1599,2017-11-25,1,4,4,1,196221,2670,127
1600,2017-11-26,1,8,0,1,111761,1569,145
1601,2017-11-27,1,4,4,1,2047631,18913,3241
1602,2017-11-28,1,4,4,1,251530,3095,282
1603,2017-12-01,1,3,7,1,886571,5820,769
1604,2017-12-02,1,4,0,1,361829,3385,472
1605,2017-12-03,1,8,0,1,759878,6883,1140
1606,2017-12-08,1,12,8,1,855576,8284,525
1607,2017-12-09,1,8,6,1,1577004,21835,1740
1608,2017-12-10,1,9,0,1,425674,4282,297
1609,2017-12-15,1,4,4,1,183534,2870,245
1610,2017-12-16,1,12,14,1,1122146,10388,834
1611,2017-12-17,1,4,0,1,250612,2495,330
1612,2017-12-18,1,4,4,1,1323271,13342,2465
1613,2017-12-22,1,9,0,1,442454,6454,560
1614,2017-12-23,1,4,4,1,781916,5999,227
1615,2017-12-24,1,4,0,1,329855,3149,401
1616,2017-12-28,1,4,4,1,1250246,15865,1159
1617,2017-12-29,1,9,0,1,267668,3295,581
1618,2017-12-30,1,11,10,1,1904118,15332,365
1619,2017-12-31,1,8,6,1,474503,5781,290
1620,2018-01-01,1,12,8,1,707055,5476,305
1621,2018-01-02,1,9,0,1,478512,8129,477
1622,2018-01-03,1,3,0,1,297346,3415,484
1623,2018-01-06,1,4,4,1,313193,4302,347
1624,2018-01-07,1,4,0,1,463974,4668,423
1625,2018-01-08,1,12,8,1,613118,5335,446
1626,2018-01-10,1,12,0,1,1785976,15515,1391
1627,2018-01-13,1,5,0,1,259734,3904,450
1628,2018-01-14,1,3,0,1,1591881,11132,944
1629,2018-01-17,1,4,4,1,582437,5813,461
1630,2018-01-19,1,4,4,1,680223,7238,538
1631,2018-01-20,1,4,4,1,522856,5023,544
1632,2018-01-21,1,3,7,1,559981,4583,571
1633,2018-01-22,1,11,10,1,688481,7454,350
1634,2018-01-24,1,4,4,1,622646,7286,793
1635,2018-01-25,1,4,4,1,279101,3667,324
1636,2018-01-26,1,4,4,3,142467,2636,166
1637,2018-01-27,1,4,4,1,593921,5201,1491
1638,2018-01-28,1,9,0,1,1365034,12881,891
1639,2018-01-30,1,4,4,1,1108035,13305,2956
1640,2018-01-31,1,4,0,1,734669,5930,408
1641,2018-02-02,1,5,0,1,339411,4794,392
1642,2018-02-03,1,4,4,1,765012,7246,932
1643,2018-02-04,1,9,0,3,1686475,14036,1018
1644,2018-02-05,1,4,4,1,1081681,14072,1028
1645,2018-02-07,1,4,0,1,784718,8634,623
1646,2018-02-09,1,11,10,1,3596733,27893,1070
1647,2018-02-10,1,9,0,1,929972,7228,839
1648,2018-02-13,1,1,0,1,300422,4205,378
1649,2018-02-14,1,4,0,1,358816,4116,442
1650,2018-02-15,1,1,0,1,278546,5214,381
1651,2018-02-16,1,9,0,1,225694,2072,163
1652,2018-02-17,1,8,0,1,387018,4307,275
1653,2018-02-18,1,12,8,1,314027,2983,243
1654,2018-02-19,1,3,7,1,1199623,9600,784
1655,2018-02-23,1,12,8,1,275025,2854,151
1656,2018-02-24,1,1,0,1,1050098,12999,2983
1657,2018-02-26,1,4,4,1,494101,4577,269
1658,2018-02-28,1,4,4,1,332443,2432,252
1659,2018-03-02,1,3,7,1,2364271,18418,1323
1660,2018-03-03,1,5,0,1,223170,4281,1330
1661,2018-03-04,1,12,8,1,248701,2984,333
1662,2018-03-08,1,8,0,1,416949,4860,330
1663,2018-03-09,1,4,4,1,383966,4362,330
1664,2018-03-10,1,8,0,1,1143032,21524,6126
1665,2018-03-12,1,1,0,1,154430,2291,417
1666,2018-03-14,1,4,0,1,685481,7733,711
1667,2018-03-15,1,9,0,1,402244,4702,414
1668,2018-03-16,1,9,0,1,2995262,21983,1710
1669,2018-03-18,1,8,13,1,493013,12722,1490
1670,2018-03-21,1,4,0,1,587341,5080,591
1671,2018-03-22,1,4,4,1,640906,6138,910
1672,2018-03-23,1,4,4,1,705350,6469,366
1673,2018-03-24,1,9,0,1,1578297,18293,1717
1674,2018-03-28,1,4,4,1,377073,4760,470
1675,2018-03-30,1,9,0,1,435075,4808,583
1676,2018-03-31,1,3,7,1,1178117,9334,930
1677,2018-04-01,1,4,4,3,824843,8947,1266
1678,2018-04-02,1,3,7,1,681089,6298,798
1679,2018-04-04,1,4,0,1,362869,4857,493
1680,2018-04-05,1,3,7,1,664033,6436,801
1681,2018-04-08,1,8,0,1,1146889,14807,1128
1682,2018-04-13,1,3,7,1,2451515,31423,3339
1683,2018-04-14,1,8,13,1,449853,13895,1539
1684,2018-04-15,1,7,9,1,2313921,23295,2418
1685,2018-04-18,1,4,4,1,911439,13063,985
1686,2018-04-20,1,5,0,1,877209,9259,1520
1687,2018-04-21,1,5,15,1,2693461,26812,1495
1688,2018-04-27,1,12,8,1,452200,5522,545
1689,2018-04-28,1,5,15,1,1809266,18588,1109
1690,2018-04-29,1,5,0,1,1142762,10999,1348
1691,2018-05-04,1,12,0,1,333107,3476,326
1692,2018-05-05,1,5,15,1,889124,15931,943
1693,2018-05-10,1,8,0,1,863239,12614,625
1694,2018-05-11,1,5,0,1,427141,4392,475
1695,2018-05-12,1,5,15,1,2734901,27598,3712
1696,2018-05-13,1,11,10,1,2721491,18324,811
1697,2018-05-16,1,4,0,1,1154600,5369,529
1698,2018-05-18,1,4,4,1,442813,7502,593
1699,2018-05-19,1,5,15,1,2223905,22626,1275
1700,2018-05-20,1,7,9,1,587457,5189,568
